ads_id,creativity_distribution,creativity_value_count,creativity_average,creativity_disagreement,creativity_majority,creativity_majority_percentage,atypicality_distribution,atypicality_value_count,atypicality_average,atypicality_disagreement,atypicality_majority,atypicality_majority_percentage,originality_distribution,originality_value_count,originality_average,originality_disagreement,originality_majority,originality_majority_percentage
1/112831.jpg,"[2, 3, 3, 2, 3, 3, 2, 2, 2, 2, 3, 2, 3, 3, 3, 3, 3, 2, 2, 3, 2, 1, 3, 3, 3]","{1: 1, 2: 10, 3: 14}",2.52,0.3296,3,0.56,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3]","{2: 2, 3: 23}",2.92,0.0736,3,0.92,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3]","{2: 2, 3: 23}",2.92,0.07359999999999998,3,0.92
1/116521.jpg,"[3, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 2, 1, 2, 2, 2]","{1: 1, 2: 19, 3: 5}",2.16,0.2144,2,0.76,"[3, 3, 3, 3, 3, 2, 3, 3, 3, 1, 2, 3, 1, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 2, 1]","{1: 3, 2: 5, 3: 17}",2.56,0.48640000000000005,3,0.68,"[3, 3, 3, 3, 3, 2, 1, 3, 1, 1, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 1, 3, 3, 3, 1]","{1: 5, 2: 2, 3: 18}",2.52,0.6496,3,0.72
1/119501.jpg,"[3, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 1, 2, 2, 1, 2, 1, 1, 2]","{1: 7, 2: 16, 3: 2}",1.8,0.32,2,0.64,"[2, 1, 1, 1, 1, 1, 2, 3, 1, 3, 1, 1, 2, 3, 3, 1, 1, 3, 1, 2, 1, 3, 3, 1, 1]","{1: 14, 2: 4, 3: 7}",1.72,0.7615999999999999,1,0.56,"[3, 1, 1, 1, 1, 3, 2, 3, 2, 3, 1, 2, 3, 3, 1, 2, 2, 1, 3, 2, 2, 2, 2, 1, 2]","{1: 8, 2: 10, 3: 7}",1.96,0.5984,2,0.4
1/121071.jpg,"[1, 2, 1, 1, 2, 2, 2, 1, 2, 1, 2, 2, 1, 1, 2, 2, 2, 1, 1, 1, 2, 1, 2, 1, 2]","{1: 12, 2: 13}",1.52,0.24960000000000004,2,0.52,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 3]","{1: 21, 2: 2, 3: 2}",1.24,0.34240000000000004,1,0.84,"[1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 2, 2, 1, 1, 1, 3, 2, 2, 1, 1, 1, 1, 2, 3, 2]","{1: 15, 2: 7, 3: 3}",1.52,0.4895999999999999,1,0.6
1/130741.jpg,"[2, 2, 2, 1, 2, 1, 2, 2, 1, 2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 1]","{1: 7, 2: 18}",1.72,0.2016,2,0.72,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 1, 2, 1]","{1: 21, 2: 3, 3: 1}",1.2,0.24,1,0.84,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 3, 3, 3, 1]","{1: 18, 2: 4, 3: 3}",1.4,0.4800000000000001,1,0.72
1/84431.jpg,"[2, 2, 2, 2, 2, 1, 2, 2, 3, 1, 2, 3, 2, 1, 2, 2, 1, 2, 2, 2, 1, 3, 1, 2, 1]","{1: 7, 2: 15, 3: 3}",1.84,0.37439999999999996,2,0.6,"[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 1, 1, 1]","{1: 20, 2: 3, 3: 2}",1.28,0.3616,1,0.8,"[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 3, 1, 2, 3, 3, 1, 1, 1]","{1: 18, 2: 3, 3: 4}",1.44,0.5664,1,0.72
10/170008.png,"[2, 2, 2, 2, 3, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 2, 1, 2, 3, 2, 3]","{1: 4, 2: 18, 3: 3}",1.96,0.27840000000000004,2,0.72,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1]","{1: 20, 2: 4, 3: 1}",1.24,0.26239999999999997,1,0.8,"[2, 3, 1, 3, 3, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 2, 3, 1, 2]","{1: 15, 2: 5, 3: 5}",1.6,0.6399999999999999,1,0.6
10/170059.png,"[2, 3, 2, 3, 2, 3, 3, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 2, 3, 2, 2, 3, 3, 2]","{2: 12, 3: 13}",2.52,0.24960000000000004,3,0.52,"[2, 1, 2, 1, 3, 1, 3, 3, 2, 1, 1, 1, 1, 3, 3, 2, 1, 3, 2, 1, 3, 1, 3, 3, 3]","{1: 10, 2: 5, 3: 10}",2.0,0.8,1,0.4,"[2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3]","{1: 1, 2: 2, 3: 22}",2.84,0.21439999999999998,3,0.88
10/170098.png,"[3, 3, 2, 2, 3, 2, 2, 2, 3, 2, 2, 3, 2, 3, 3, 3, 3, 2, 2, 3, 3, 3, 3, 2, 2]","{2: 12, 3: 13}",2.52,0.24960000000000004,3,0.52,"[3, 3, 1, 1, 3, 1, 3, 1, 1, 1, 2, 1, 2, 3, 3, 3, 2, 2, 3, 3, 1, 1, 3, 3, 2]","{1: 9, 2: 5, 3: 11}",2.08,0.7935999999999999,3,0.44,"[3, 3, 2, 2, 3, 3, 2, 3, 2, 2, 3, 2, 3, 3, 3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 2]","{2: 9, 3: 16}",2.64,0.23040000000000002,3,0.64
10/170144.png,"[2, 2, 3, 2, 3, 2, 2, 3, 2, 3, 3, 3, 2, 2, 3, 2, 2, 2, 2, 3, 2, 2, 2, 1, 3]","{1: 1, 2: 15, 3: 9}",2.32,0.2976,2,0.6,"[2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3]","{2: 2, 3: 23}",2.92,0.0736,3,0.92,"[2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 2, 3, 3, 3, 3, 3, 2, 3]","{1: 1, 2: 3, 3: 21}",2.8,0.23999999999999996,3,0.84
10/170159.png,"[2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 3, 2]","{1: 14, 2: 10, 3: 1}",1.48,0.3296,1,0.56,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","{1: 21, 2: 4}",1.16,0.13439999999999996,1,0.84,"[2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3]","{1: 20, 2: 3, 3: 2}",1.28,0.3616,1,0.8
10/170167.png,"[2, 2, 2, 1, 2, 1, 1, 2, 2, 1, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2]","{1: 5, 2: 18, 3: 2}",1.88,0.2656,2,0.72,"[2, 1, 3, 1, 1, 1, 1, 2, 1, 2, 3, 3, 3, 1, 2, 3, 2, 1, 2, 1, 1, 2, 3, 2, 2]","{1: 10, 2: 9, 3: 6}",1.84,0.6144,1,0.4,"[2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 3, 3, 1, 2, 3, 2, 1, 1, 2, 2, 2, 3, 2, 2]","{1: 9, 2: 12, 3: 4}",1.8,0.48,2,0.48
10/170198.png,"[2, 2, 1, 1, 2, 1, 3, 2, 2, 1, 2, 2, 2, 2, 2, 3, 2, 1, 1, 2, 2, 1, 1, 2, 2]","{1: 8, 2: 15, 3: 2}",1.76,0.3424000000000001,2,0.6,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1]","{1: 22, 2: 2, 3: 1}",1.16,0.21439999999999998,1,0.88,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1]","{1: 22, 2: 2, 3: 1}",1.16,0.21439999999999998,1,0.88
10/170270.png,"[2, 2, 2, 3, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2]","{1: 2, 2: 21, 3: 2}",2.0,0.16,2,0.84,"[1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 3, 1, 1, 1, 1, 1]","{1: 20, 2: 3, 3: 2}",1.28,0.3615999999999999,1,0.8,"[1, 2, 2, 3, 2, 1, 1, 1, 2, 3, 1, 1, 1, 1, 2, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1]","{1: 16, 2: 6, 3: 3}",1.48,0.4895999999999999,1,0.64
10/170299.png,"[2, 2, 2, 2, 3, 2, 2, 2, 1, 2, 2, 2, 1, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2]","{1: 4, 2: 20, 3: 1}",1.88,0.18560000000000001,2,0.8,"[1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 2, 1, 3, 2, 1]","{1: 18, 2: 4, 3: 3}",1.4,0.48,1,0.72,"[1, 2, 1, 1, 3, 1, 2, 1, 1, 1, 1, 2, 1, 1, 3, 3, 1, 1, 2, 1, 1, 2, 3, 2, 3]","{1: 14, 2: 6, 3: 5}",1.64,0.6304,1,0.56
10/170361.png,"[2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 2, 2, 1, 2, 3, 2, 2, 2, 2, 2, 3, 3]","{1: 1, 2: 19, 3: 5}",2.16,0.2144,2,0.76,"[2, 1, 1, 1, 1, 1, 1, 3, 2, 2, 3, 2, 2, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 2, 2]","{1: 14, 2: 8, 3: 3}",1.56,0.4864,1,0.56,"[3, 3, 1, 2, 2, 1, 1, 3, 3, 2, 3, 2, 1, 1, 1, 1, 2, 3, 2, 3, 1, 3, 1, 3, 2]","{1: 9, 2: 7, 3: 9}",2.0,0.72,1,0.36
10/170476.png,"[2, 3, 2, 2, 2, 2, 3, 2, 3, 2, 3, 2, 3, 3, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2]","{2: 17, 3: 8}",2.32,0.21760000000000002,2,0.68,"[3, 3, 2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 2, 3, 2, 3, 3, 3, 1, 3, 3]","{1: 1, 2: 6, 3: 18}",2.68,0.2976,3,0.72,"[2, 3, 2, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 1, 3, 3, 3, 3, 3, 3]","{1: 1, 2: 4, 3: 20}",2.76,0.2624,3,0.8
10/170506.png,"[1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 3, 2, 1, 2, 1, 2, 2, 1]","{1: 6, 2: 17, 3: 2}",1.84,0.2944,2,0.68,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1]","{1: 24, 3: 1}",1.08,0.15360000000000001,1,0.96,"[1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1]","{1: 19, 2: 6}",1.24,0.18239999999999998,1,0.76
10/170619.png,"[2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 3, 2, 2, 2]","{2: 21, 3: 4}",2.16,0.13440000000000002,2,0.84,"[1, 3, 3, 3, 1, 2, 2, 2, 3, 3, 1, 3, 2, 3, 3, 3, 3, 2, 1, 2, 3, 3, 1, 3, 1]","{1: 6, 2: 6, 3: 13}",2.28,0.6816,3,0.52,"[1, 3, 3, 3, 2, 2, 2, 3, 3, 3, 1, 3, 1, 2, 3, 2, 3, 2, 2, 1, 3, 3, 1, 3, 1]","{1: 6, 2: 7, 3: 12}",2.24,0.6624000000000001,3,0.48
10/170649.png,"[2, 1, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 1, 2, 2, 2, 2, 2, 1, 2]","{1: 3, 2: 19, 3: 3}",2.0,0.24,2,0.76,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1]","{1: 23, 2: 1, 3: 1}",1.12,0.18560000000000001,1,0.92,"[2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1]","{1: 21, 2: 2, 3: 2}",1.24,0.34240000000000004,1,0.84
10/170667.png,"[2, 3, 2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 3, 1, 2, 3, 2, 2, 2, 3, 3]","{1: 1, 2: 17, 3: 7}",2.24,0.2624,2,0.68,"[3, 3, 3, 2, 2, 3, 3, 3, 3, 2, 2, 3, 2, 1, 1, 1, 1, 1, 2, 3, 3, 1, 1, 3, 1]","{1: 8, 2: 6, 3: 11}",2.12,0.7455999999999999,3,0.44,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 3]","{2: 2, 3: 23}",2.92,0.0736,3,0.92
10/170692.png,"[2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2]","{1: 2, 2: 21, 3: 2}",2.0,0.16,2,0.84,"[1, 1, 2, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1]","{1: 19, 2: 3, 3: 3}",1.36,0.4704,1,0.76,"[2, 2, 1, 1, 3, 2, 1, 1, 3, 3, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1]","{1: 16, 2: 4, 3: 5}",1.56,0.6464,1,0.64
10/170788.png,"[2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2]","{1: 4, 2: 21}",1.84,0.13439999999999996,2,0.84,"[2, 2, 1, 3, 1, 1, 1, 3, 3, 1, 1, 1, 2, 3, 3, 1, 3, 2, 1, 1, 1, 1, 3, 1, 3]","{1: 13, 2: 4, 3: 8}",1.8,0.8000000000000002,1,0.52,"[2, 2, 1, 3, 2, 1, 1, 2, 2, 2, 1, 1, 1, 3, 1, 1, 3, 2, 1, 1, 1, 1, 3, 1, 2]","{1: 13, 2: 8, 3: 4}",1.64,0.5504000000000001,1,0.52
10/170828.png,"[3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 3, 2, 2]","{1: 1, 2: 21, 3: 3}",2.08,0.1536,2,0.84,"[2, 2, 3, 2, 1, 3, 1, 1, 3, 1, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 3, 2, 2, 2]","{1: 11, 2: 9, 3: 5}",1.76,0.5824000000000001,1,0.44,"[3, 2, 3, 1, 1, 3, 2, 3, 2, 2, 3, 2, 1, 1, 3, 3, 2, 1, 3, 3, 2, 3, 3, 2, 3]","{1: 5, 2: 8, 3: 12}",2.28,0.6015999999999999,3,0.48
10/170834.png,"[1, 2, 2, 2, 2, 2, 3, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2]","{1: 5, 2: 19, 3: 1}",1.84,0.2144,2,0.76,"[1, 1, 1, 2, 1, 1, 2, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1]","{1: 19, 2: 5, 3: 1}",1.28,0.2816,1,0.76,"[1, 2, 2, 2, 1, 1, 3, 1, 1, 3, 2, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 3, 1, 1, 1]","{1: 14, 2: 8, 3: 3}",1.56,0.48639999999999994,1,0.56
10/170839.png,"[3, 3, 2, 2, 3, 2, 2, 2, 3, 2, 2, 3, 2, 3, 1, 3, 2, 1, 3, 3, 2, 2, 3, 3, 2]","{1: 2, 2: 12, 3: 11}",2.36,0.3904000000000001,2,0.48,"[3, 3, 3, 2, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3]","{1: 1, 2: 3, 3: 21}",2.8,0.23999999999999996,3,0.84,"[3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 2, 3, 3, 3]","{1: 1, 2: 3, 3: 21}",2.8,0.23999999999999996,3,0.84
10/171032.png,"[2, 2, 3, 2, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","{2: 22, 3: 3}",2.12,0.10560000000000003,2,0.88,"[3, 1, 3, 3, 3, 2, 1, 3, 1, 3, 1, 3, 1, 2, 2, 2, 3, 2, 1, 3, 3, 2, 3, 3, 2]","{1: 6, 2: 7, 3: 12}",2.24,0.6624000000000001,3,0.48,"[2, 2, 3, 3, 3, 3, 2, 3, 2, 1, 3, 2, 1, 2, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2]","{1: 2, 2: 8, 3: 15}",2.52,0.4096,3,0.6
10/171127.png,"[1, 2, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 1, 1, 2, 1]","{1: 14, 2: 11}",1.44,0.24639999999999998,1,0.56,"[1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 2, 1, 2, 1]","{1: 18, 2: 5, 3: 2}",1.36,0.39039999999999997,1,0.72,"[1, 2, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1]","{1: 20, 2: 4, 3: 1}",1.24,0.26239999999999997,1,0.8
10/171130.png,"[1, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 3, 2, 2]","{1: 3, 2: 20, 3: 2}",1.96,0.19840000000000002,2,0.8,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]","{1: 22, 2: 3}",1.12,0.10560000000000003,1,0.88,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 3, 1, 1]","{1: 21, 2: 3, 3: 1}",1.2,0.24000000000000005,1,0.84
