ads_pair,creativity_average_diff
"0/139270.jpg, 10/171726.png",0.24
"0/139270.jpg, 10/171735.png",0.08000000000000007
"10/171837.png, 0/139270.jpg",0.31999999999999984
"0/139270.jpg, 10/171901.png",0.19999999999999996
"10/171921.png, 0/139270.jpg",-0.0
"0/139270.jpg, 10/171934.png",-0.48
"10/172001.png, 0/139270.jpg",-0.28
"0/139270.jpg, 10/172034.png",0.040000000000000036
"0/139270.jpg, 10/172078.png",0.1200000000000001
"10/172117.png, 0/139270.jpg",0.20000000000000018
"0/139270.jpg, 10/172123.png",-0.08000000000000007
"10/172186.png, 0/139270.jpg",0.16000000000000014
"0/139270.jpg, 10/172220.png",-0.43999999999999995
"0/139270.jpg, 10/172483.png",0.19999999999999996
"0/139270.jpg, 10/172555.png",0.15999999999999992
"10/172613.png, 0/139270.jpg",-0.08000000000000007
"10/172662.png, 0/139270.jpg",0.08000000000000007
"0/139270.jpg, 10/172667.png",0.15999999999999992
"10/172700.png, 0/139270.jpg",0.1200000000000001
"0/139270.jpg, 10/172723.png",0.0
"10/172730.png, 0/139270.jpg",-0.1200000000000001
"0/139270.jpg, 10/172749.png",0.19999999999999996
"10/172774.png, 0/139270.jpg",0.31999999999999984
"10/172861.png, 0/139270.jpg",0.16000000000000014
"10/172871.png, 0/139270.jpg",0.1200000000000001
"0/139270.jpg, 10/172895.png",0.56
"0/139270.jpg, 10/172898.png",-0.16000000000000014
"0/139270.jpg, 10/173042.png",-0.2400000000000002
"0/139270.jpg, 10/173093.png",-0.48
"0/139270.jpg, 10/173130.png",0.040000000000000036
"10/173193.png, 0/139270.jpg",0.040000000000000036
"10/173241.png, 0/139270.jpg",-0.1200000000000001
"0/139270.jpg, 10/173437.png",-0.1200000000000001
"0/139270.jpg, 10/173496.png",0.6000000000000001
"10/173504.png, 0/139270.jpg",-0.040000000000000036
"10/173627.png, 0/139270.jpg",0.1200000000000001
"0/139270.jpg, 10/173635.png",0.0
"10/173778.png, 0/139270.jpg",-0.6000000000000001
"10/173783.png, 0/139270.jpg",-0.24
"0/139270.jpg, 10/173811.png",0.24
"10/173848.png, 0/139270.jpg",-0.48
"0/139270.jpg, 10/173867.png",0.15999999999999992
"10/173873.png, 0/139270.jpg",0.20000000000000018
"10/173892.png, 0/139270.jpg",-0.19999999999999996
"10/173899.png, 0/139270.jpg",-0.0
"2/122412.jpg, 0/139270.jpg",-0.15999999999999992
"2/124812.jpg, 0/139270.jpg",-0.28
"0/139270.jpg, 2/18052.jpg",0.6799999999999999
"2/69422.jpg, 0/139270.jpg",0.040000000000000036
"0/25580.jpg, 0/159310.jpg",-0.040000000000000036
"0/52390.jpg, 0/159310.jpg",-0.3999999999999999
"0/81460.jpg, 0/159310.jpg",-0.2799999999999998
"0/84620.jpg, 0/159310.jpg",-0.31999999999999984
"0/159310.jpg, 0/85300.jpg",0.5599999999999998
"0/159310.jpg, 0/95250.jpg",0.2799999999999998
"0/159310.jpg, 1/108011.jpg",0.31999999999999984
"1/112831.jpg, 0/159310.jpg",0.1200000000000001
"1/116521.jpg, 0/159310.jpg",-0.23999999999999977
"1/119501.jpg, 0/159310.jpg",-0.5999999999999999
"0/159310.jpg, 1/121071.jpg",0.8799999999999999
"1/130741.jpg, 0/159310.jpg",-0.6799999999999999
"1/84431.jpg, 0/159310.jpg",-0.5599999999999998
"0/159310.jpg, 10/170008.png",0.43999999999999995
"0/159310.jpg, 10/170059.png",-0.1200000000000001
"10/170098.png, 0/159310.jpg",0.1200000000000001
"0/159310.jpg, 10/170144.png",0.08000000000000007
"0/159310.jpg, 10/170159.png",0.9199999999999999
"10/170167.png, 0/159310.jpg",-0.52
"10/170198.png, 0/159310.jpg",-0.6399999999999999
"0/159310.jpg, 10/170270.png",0.3999999999999999
"0/159310.jpg, 10/170299.png",0.52
"0/159310.jpg, 10/170361.png",0.23999999999999977
"0/159310.jpg, 10/170476.png",0.08000000000000007
"0/159310.jpg, 10/170506.png",0.5599999999999998
"0/159310.jpg, 10/170619.png",0.23999999999999977
"10/170649.png, 0/159310.jpg",-0.3999999999999999
"0/159310.jpg, 10/170667.png",0.1599999999999997
"10/170692.png, 0/159310.jpg",-0.3999999999999999
"0/159310.jpg, 10/170788.png",0.5599999999999998
"0/159310.jpg, 10/170828.png",0.31999999999999984
"0/159310.jpg, 10/170834.png",0.5599999999999998
"0/159310.jpg, 10/170839.png",0.040000000000000036
"0/159310.jpg, 10/171032.png",0.2799999999999998
"0/159310.jpg, 10/171127.png",0.96
"10/171130.png, 0/159310.jpg",-0.43999999999999995
"10/171166.png, 0/159310.jpg",-0.5599999999999998
"0/159310.jpg, 10/171175.png",0.040000000000000036
"0/159310.jpg, 10/171204.png",0.0
"0/159310.jpg, 10/171216.png",0.3599999999999999
"10/171231.png, 0/159310.jpg",-0.76
"10/171410.png, 0/159310.jpg",-0.43999999999999995
"0/159310.jpg, 10/171557.png",0.1200000000000001
"10/171565.png, 0/159310.jpg",-0.19999999999999973
"10/171602.png, 0/159310.jpg",-0.08000000000000007
"0/159310.jpg, 10/171635.png",0.1599999999999997
"0/159310.jpg, 10/171637.png",0.19999999999999973
"10/171690.png, 0/159310.jpg",-0.31999999999999984
"10/171726.png, 0/159310.jpg",-0.6399999999999999
"10/171735.png, 0/159310.jpg",-0.48
"0/159310.jpg, 10/171837.png",0.08000000000000007
"0/159310.jpg, 10/171901.png",0.5999999999999999
"0/159310.jpg, 10/171921.png",0.3999999999999999
"0/159310.jpg, 10/171934.png",-0.08000000000000007
"0/159310.jpg, 10/172001.png",0.6799999999999999
"10/172034.png, 0/159310.jpg",-0.43999999999999995
"10/172078.png, 0/159310.jpg",-0.52
"10/172117.png, 0/159310.jpg",-0.19999999999999973
"10/172123.png, 0/159310.jpg",-0.31999999999999984
"0/159310.jpg, 10/172186.png",0.23999999999999977
"0/159310.jpg, 10/172220.png",-0.040000000000000036
"10/172483.png, 0/159310.jpg",-0.5999999999999999
"0/159310.jpg, 10/172555.png",0.5599999999999998
"0/159310.jpg, 10/172613.png",0.48
"10/172662.png, 0/159310.jpg",-0.31999999999999984
"10/172667.png, 0/159310.jpg",-0.5599999999999998
"0/159310.jpg, 10/172700.png",0.2799999999999998
"0/159310.jpg, 10/172723.png",0.3999999999999999
"10/172730.png, 0/159310.jpg",-0.52
"10/172749.png, 0/159310.jpg",-0.5999999999999999
"0/159310.jpg, 10/172774.png",0.08000000000000007
"0/159310.jpg, 10/172861.png",0.23999999999999977
"10/172871.png, 0/159310.jpg",-0.2799999999999998
"10/172895.png, 0/159310.jpg",-0.96
"10/172898.png, 0/159310.jpg",-0.23999999999999977
"0/159310.jpg, 10/173042.png",0.1599999999999997
"0/159310.jpg, 10/173093.png",-0.08000000000000007
"10/173130.png, 0/159310.jpg",-0.43999999999999995
"10/173193.png, 0/159310.jpg",-0.3599999999999999
"0/159310.jpg, 10/173241.png",0.52
"0/159310.jpg, 10/173437.png",0.2799999999999998
"10/173496.png, 0/159310.jpg",-1.0
"0/159310.jpg, 10/173504.png",0.43999999999999995
"0/159310.jpg, 10/173627.png",0.2799999999999998
"10/173635.png, 0/159310.jpg",-0.3999999999999999
"0/159310.jpg, 10/173778.png",1.0
"0/159310.jpg, 10/173783.png",0.6399999999999999
"10/173811.png, 0/159310.jpg",-0.6399999999999999
"0/159310.jpg, 10/173848.png",0.8799999999999999
"10/173867.png, 0/159310.jpg",-0.5599999999999998
"10/173873.png, 0/159310.jpg",-0.19999999999999973
"10/173892.png, 0/159310.jpg",-0.5999999999999999
"0/159310.jpg, 10/173899.png",0.3999999999999999
"0/159310.jpg, 2/122412.jpg",0.5599999999999998
"2/124812.jpg, 0/159310.jpg",-0.6799999999999999
"2/18052.jpg, 0/159310.jpg",-1.0799999999999998
"2/69422.jpg, 0/159310.jpg",-0.3599999999999999
"0/52390.jpg, 0/25580.jpg",-0.3599999999999999
"0/25580.jpg, 0/81460.jpg",0.23999999999999977
"0/25580.jpg, 0/84620.jpg",0.2799999999999998
"0/85300.jpg, 0/25580.jpg",-0.5199999999999998
"0/25580.jpg, 0/95250.jpg",0.23999999999999977
"1/108011.jpg, 0/25580.jpg",-0.2799999999999998
"1/112831.jpg, 0/25580.jpg",0.16000000000000014
"0/25580.jpg, 1/116521.jpg",0.19999999999999973
"0/25580.jpg, 1/119501.jpg",0.5599999999999998
"0/25580.jpg, 1/121071.jpg",0.8399999999999999
"0/25580.jpg, 1/130741.jpg",0.6399999999999999
"1/84431.jpg, 0/25580.jpg",-0.5199999999999998
"10/170008.png, 0/25580.jpg",-0.3999999999999999
"0/25580.jpg, 10/170059.png",-0.16000000000000014
"0/25580.jpg, 10/170098.png",-0.16000000000000014
"10/170144.png, 0/25580.jpg",-0.040000000000000036
"0/25580.jpg, 10/170159.png",0.8799999999999999
"0/25580.jpg, 10/170167.png",0.48
"10/170198.png, 0/25580.jpg",-0.5999999999999999
"10/170270.png, 0/25580.jpg",-0.3599999999999999
"10/170299.png, 0/25580.jpg",-0.48
"0/25580.jpg, 10/170361.png",0.19999999999999973
"10/170476.png, 0/25580.jpg",-0.040000000000000036
"10/170506.png, 0/25580.jpg",-0.5199999999999998
"0/25580.jpg, 10/170619.png",0.19999999999999973
"10/170649.png, 0/25580.jpg",-0.3599999999999999
"0/25580.jpg, 10/170667.png",0.11999999999999966
"10/170692.png, 0/25580.jpg",-0.3599999999999999
"10/170788.png, 0/25580.jpg",-0.5199999999999998
"10/170828.png, 0/25580.jpg",-0.2799999999999998
"10/170834.png, 0/25580.jpg",-0.5199999999999998
"0/25580.jpg, 10/170839.png",0.0
"10/171032.png, 0/25580.jpg",-0.23999999999999977
"10/171127.png, 0/25580.jpg",-0.9199999999999999
"0/25580.jpg, 10/171130.png",0.3999999999999999
"10/171166.png, 0/25580.jpg",-0.5199999999999998
"10/171175.png, 0/25580.jpg",-0.0
"0/25580.jpg, 10/171204.png",-0.040000000000000036
"10/171216.png, 0/25580.jpg",-0.31999999999999984
"10/171231.png, 0/25580.jpg",-0.72
"0/25580.jpg, 10/171410.png",0.3999999999999999
"10/171557.png, 0/25580.jpg",-0.08000000000000007
"0/25580.jpg, 10/171565.png",0.1599999999999997
"10/171602.png, 0/25580.jpg",-0.040000000000000036
"0/25580.jpg, 10/171635.png",0.11999999999999966
"0/25580.jpg, 10/171637.png",0.1599999999999997
"10/171690.png, 0/25580.jpg",-0.2799999999999998
"10/171726.png, 0/25580.jpg",-0.5999999999999999
"0/25580.jpg, 10/171735.png",0.43999999999999995
"10/171837.png, 0/25580.jpg",-0.040000000000000036
"10/171901.png, 0/25580.jpg",-0.5599999999999998
"10/171921.png, 0/25580.jpg",-0.3599999999999999
"0/25580.jpg, 10/171934.png",-0.1200000000000001
"0/25580.jpg, 10/172001.png",0.6399999999999999
"0/25580.jpg, 10/172034.png",0.3999999999999999
"10/172078.png, 0/25580.jpg",-0.48
"0/25580.jpg, 10/172117.png",0.1599999999999997
"0/25580.jpg, 10/172123.png",0.2799999999999998
"0/25580.jpg, 10/172186.png",0.19999999999999973
"0/25580.jpg, 10/172220.png",-0.08000000000000007
"10/172483.png, 0/25580.jpg",-0.5599999999999998
"10/172555.png, 0/25580.jpg",-0.5199999999999998
"10/172613.png, 0/25580.jpg",-0.43999999999999995
"10/172662.png, 0/25580.jpg",-0.2799999999999998
"0/25580.jpg, 10/172667.png",0.5199999999999998
"10/172700.png, 0/25580.jpg",-0.23999999999999977
"0/25580.jpg, 10/172723.png",0.3599999999999999
"10/172730.png, 0/25580.jpg",-0.48
"10/172749.png, 0/25580.jpg",-0.5599999999999998
"0/25580.jpg, 10/172774.png",0.040000000000000036
"0/25580.jpg, 10/172861.png",0.19999999999999973
"0/25580.jpg, 10/172871.png",0.23999999999999977
"0/25580.jpg, 10/172895.png",0.9199999999999999
"0/25580.jpg, 10/172898.png",0.19999999999999973
"0/25580.jpg, 10/173042.png",0.11999999999999966
"0/25580.jpg, 10/173093.png",-0.1200000000000001
"10/173130.png, 0/25580.jpg",-0.3999999999999999
"0/25580.jpg, 10/173193.png",0.31999999999999984
"10/173241.png, 0/25580.jpg",-0.48
"0/25580.jpg, 10/173437.png",0.23999999999999977
"10/173496.png, 0/25580.jpg",-0.96
"10/173504.png, 0/25580.jpg",-0.3999999999999999
"10/173627.png, 0/25580.jpg",-0.23999999999999977
"0/25580.jpg, 10/173635.png",0.3599999999999999
"0/25580.jpg, 10/173778.png",0.96
"0/25580.jpg, 10/173783.png",0.5999999999999999
"10/173811.png, 0/25580.jpg",-0.5999999999999999
"10/173848.png, 0/25580.jpg",-0.8399999999999999
"10/173867.png, 0/25580.jpg",-0.5199999999999998
"10/173873.png, 0/25580.jpg",-0.1599999999999997
"10/173892.png, 0/25580.jpg",-0.5599999999999998
"0/25580.jpg, 10/173899.png",0.3599999999999999
"2/122412.jpg, 0/25580.jpg",-0.5199999999999998
"0/25580.jpg, 2/124812.jpg",0.6399999999999999
"0/25580.jpg, 2/18052.jpg",1.0399999999999998
"0/25580.jpg, 2/69422.jpg",0.31999999999999984
"0/52390.jpg, 0/81460.jpg",-0.1200000000000001
"0/84620.jpg, 0/52390.jpg",0.08000000000000007
"0/52390.jpg, 0/85300.jpg",0.15999999999999992
"0/52390.jpg, 0/95250.jpg",-0.1200000000000001
"0/52390.jpg, 1/108011.jpg",-0.08000000000000007
"1/112831.jpg, 0/52390.jpg",0.52
"0/52390.jpg, 1/116521.jpg",-0.16000000000000014
"0/52390.jpg, 1/119501.jpg",0.19999999999999996
"1/121071.jpg, 0/52390.jpg",-0.48
"1/130741.jpg, 0/52390.jpg",-0.28
"1/84431.jpg, 0/52390.jpg",-0.15999999999999992
"10/170008.png, 0/52390.jpg",-0.040000000000000036
"0/52390.jpg, 10/170059.png",-0.52
"0/52390.jpg, 10/170098.png",-0.52
"0/52390.jpg, 10/170144.png",-0.31999999999999984
"10/170159.png, 0/52390.jpg",-0.52
"10/170167.png, 0/52390.jpg",-0.1200000000000001
"0/52390.jpg, 10/170198.png",0.24
"10/170270.png, 0/52390.jpg",-0.0
"10/170299.png, 0/52390.jpg",-0.1200000000000001
"0/52390.jpg, 10/170361.png",-0.16000000000000014
"10/170476.png, 0/52390.jpg",0.31999999999999984
"10/170506.png, 0/52390.jpg",-0.15999999999999992
"10/170619.png, 0/52390.jpg",0.16000000000000014
"10/170649.png, 0/52390.jpg",-0.0
"10/170667.png, 0/52390.jpg",0.2400000000000002
"0/52390.jpg, 10/170692.png",0.0
"10/170788.png, 0/52390.jpg",-0.15999999999999992
"0/52390.jpg, 10/170828.png",-0.08000000000000007
"0/52390.jpg, 10/170834.png",0.15999999999999992
"10/170839.png, 0/52390.jpg",0.3599999999999999
"10/171032.png, 0/52390.jpg",0.1200000000000001
"0/52390.jpg, 10/171127.png",0.56
"0/52390.jpg, 10/171130.png",0.040000000000000036
"10/171166.png, 0/52390.jpg",-0.15999999999999992
"0/52390.jpg, 10/171175.png",-0.3599999999999999
"0/52390.jpg, 10/171204.png",-0.3999999999999999
"0/52390.jpg, 10/171216.png",-0.040000000000000036
"10/171231.png, 0/52390.jpg",-0.3600000000000001
"0/52390.jpg, 10/171410.png",0.040000000000000036
"0/52390.jpg, 10/171557.png",-0.2799999999999998
"0/52390.jpg, 10/171565.png",-0.20000000000000018
"0/52390.jpg, 10/171602.png",-0.31999999999999984
"10/171635.png, 0/52390.jpg",0.2400000000000002
"10/171637.png, 0/52390.jpg",0.20000000000000018
"10/171690.png, 0/52390.jpg",0.08000000000000007
"10/171726.png, 0/52390.jpg",-0.24
"0/52390.jpg, 10/171735.png",0.08000000000000007
"0/52390.jpg, 10/171837.png",-0.31999999999999984
"10/171901.png, 0/52390.jpg",-0.19999999999999996
"10/171921.png, 0/52390.jpg",-0.0
"10/171934.png, 0/52390.jpg",0.48
"0/52390.jpg, 10/172001.png",0.28
"0/52390.jpg, 10/172034.png",0.040000000000000036
"10/172078.png, 0/52390.jpg",-0.1200000000000001
"0/52390.jpg, 10/172117.png",-0.20000000000000018
"10/172123.png, 0/52390.jpg",0.08000000000000007
"10/172186.png, 0/52390.jpg",0.16000000000000014
"10/172220.png, 0/52390.jpg",0.43999999999999995
"0/52390.jpg, 10/172483.png",0.19999999999999996
"0/52390.jpg, 10/172555.png",0.15999999999999992
"0/52390.jpg, 10/172613.png",0.08000000000000007
"0/52390.jpg, 10/172662.png",-0.08000000000000007
"10/172667.png, 0/52390.jpg",-0.15999999999999992
"0/52390.jpg, 10/172700.png",-0.1200000000000001
"10/172723.png, 0/52390.jpg",-0.0
"0/52390.jpg, 10/172730.png",0.1200000000000001
"10/172749.png, 0/52390.jpg",-0.19999999999999996
"10/172774.png, 0/52390.jpg",0.31999999999999984
"0/52390.jpg, 10/172861.png",-0.16000000000000014
"10/172871.png, 0/52390.jpg",0.1200000000000001
"0/52390.jpg, 10/172895.png",0.56
"10/172898.png, 0/52390.jpg",0.16000000000000014
"10/173042.png, 0/52390.jpg",0.2400000000000002
"10/173093.png, 0/52390.jpg",0.48
"10/173130.png, 0/52390.jpg",-0.040000000000000036
"0/52390.jpg, 10/173193.png",-0.040000000000000036
"10/173241.png, 0/52390.jpg",-0.1200000000000001
"10/173437.png, 0/52390.jpg",0.1200000000000001
"10/173496.png, 0/52390.jpg",-0.6000000000000001
"10/173504.png, 0/52390.jpg",-0.040000000000000036
"10/173627.png, 0/52390.jpg",0.1200000000000001
"10/173635.png, 0/52390.jpg",-0.0
"0/52390.jpg, 10/173778.png",0.6000000000000001
"0/52390.jpg, 10/173783.png",0.24
"0/52390.jpg, 10/173811.png",0.24
"0/52390.jpg, 10/173848.png",0.48
"10/173867.png, 0/52390.jpg",-0.15999999999999992
"0/52390.jpg, 10/173873.png",-0.20000000000000018
"10/173892.png, 0/52390.jpg",-0.19999999999999996
"0/52390.jpg, 10/173899.png",0.0
"2/122412.jpg, 0/52390.jpg",-0.15999999999999992
"0/52390.jpg, 2/124812.jpg",0.28
"0/52390.jpg, 2/18052.jpg",0.6799999999999999
"2/69422.jpg, 0/52390.jpg",0.040000000000000036
"0/84620.jpg, 0/81460.jpg",-0.040000000000000036
"0/85300.jpg, 0/81460.jpg",-0.28
"0/95250.jpg, 0/81460.jpg",-0.0
"1/108011.jpg, 0/81460.jpg",-0.040000000000000036
"1/112831.jpg, 0/81460.jpg",0.3999999999999999
"1/116521.jpg, 0/81460.jpg",0.040000000000000036
"1/119501.jpg, 0/81460.jpg",-0.32000000000000006
"1/121071.jpg, 0/81460.jpg",-0.6000000000000001
"0/81460.jpg, 1/130741.jpg",0.40000000000000013
"0/81460.jpg, 1/84431.jpg",0.28
"10/170008.png, 0/81460.jpg",-0.16000000000000014
"10/170059.png, 0/81460.jpg",0.3999999999999999
"10/170098.png, 0/81460.jpg",0.3999999999999999
"0/81460.jpg, 10/170144.png",-0.19999999999999973
"0/81460.jpg, 10/170159.png",0.6400000000000001
"10/170167.png, 0/81460.jpg",-0.2400000000000002
"0/81460.jpg, 10/170198.png",0.3600000000000001
"0/81460.jpg, 10/170270.png",0.1200000000000001
"0/81460.jpg, 10/170299.png",0.2400000000000002
"10/170361.png, 0/81460.jpg",0.040000000000000036
"10/170476.png, 0/81460.jpg",0.19999999999999973
"10/170506.png, 0/81460.jpg",-0.28
"0/81460.jpg, 10/170619.png",-0.040000000000000036
"0/81460.jpg, 10/170649.png",0.1200000000000001
"0/81460.jpg, 10/170667.png",-0.1200000000000001
"0/81460.jpg, 10/170692.png",0.1200000000000001
"0/81460.jpg, 10/170788.png",0.28
"0/81460.jpg, 10/170828.png",0.040000000000000036
"10/170834.png, 0/81460.jpg",-0.28
"0/81460.jpg, 10/170839.png",-0.23999999999999977
"10/171032.png, 0/81460.jpg",-0.0
"10/171127.png, 0/81460.jpg",-0.6800000000000002
"10/171130.png, 0/81460.jpg",-0.16000000000000014
"0/81460.jpg, 10/171166.png",0.28
"0/81460.jpg, 10/171175.png",-0.23999999999999977
