HITId,AssignmentId,WorkerId,Input.ads_id,Input.atypical,Input.topic,Input.action_a,Input.action_b,Input.action_c,Input.action_d,Input.action_e,Input.action_correct,Answer.age.age_18,Answer.age.age_18_24,Answer.age.age_25_34,Answer.age.age_35_44,Answer.age.age_45_54,Answer.age.age_55_64,Answer.age.age_65,Answer.age.unknown,Answer.artistic_1.agree,Answer.artistic_1.disagree,Answer.artistic_1.neutral,Answer.artistic_2.agree,Answer.artistic_2.disagree,Answer.artistic_2.neutral,Answer.artistic_3.agree,Answer.artistic_3.disagree,Answer.artistic_3.neutral,Answer.atypicality_1.agree,Answer.atypicality_1.disagree,Answer.atypicality_1.neutral,Answer.atypicality_2.agree,Answer.atypicality_2.disagree,Answer.atypicality_2.neutral,Answer.atypicality_3.agree,Answer.atypicality_3.disagree,Answer.atypicality_3.neutral,Answer.effectiveness.a,Answer.effectiveness.b,Answer.effectiveness.c,Answer.effectiveness.d,Answer.effectiveness.e,Answer.overall.1,Answer.overall.2,Answer.overall.3,Answer.overall.4,Answer.overall.5,Answer.pc_1.agree,Answer.pc_1.disagree,Answer.pc_1.neutral,Answer.pc_2.agree,Answer.pc_2.disagree,Answer.pc_2.neutral,Answer.pc_3.agree,Answer.pc_3.disagree,Answer.pc_3.neutral,Answer.worker_feedbacks,Answer.worker_location_live,unique_id,value_pc_1,value_pc_2,value_pc_3,acc_raw_pc,acc_th0_pc,acc_th3_pc,acc_single_pc,acc_norm_raw_pc,acc_norm_th0_pc,acc_norm_th3_pc,value_atypicality_1,value_atypicality_2,value_atypicality_3,acc_raw_atypicality,acc_th0_atypicality,acc_th3_atypicality,acc_single_atypicality,acc_norm_raw_atypicality,acc_norm_th0_atypicality,acc_norm_th3_atypicality,value_artistic_1,value_artistic_2,value_artistic_3,acc_raw_artistic,acc_th0_artistic,acc_th3_artistic,acc_single_artistic,acc_norm_raw_artistic,acc_norm_th0_artistic,acc_norm_th3_artistic,value_effectiveness,value_overall,demo_location,demo_age,value_overall_norm
3WPCIUYH2TO9QZ7Q8U6GCEOMIHRTDG,3WLEIWSYH8XZ40G91DACRWPLAY3H29,A2VO8C41JJIQY9,0/84620.jpg,True,"""Media and arts (TV shows, movies, musicals, books, audio books, etc.)"" ",I should get a porsche,I should get some tap shoes.,i should try this product,I should eat kfc,i should want to go here,b,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,,India,10,1,1,1,3,1,1,1,2,1,0,-1,-1,-1,-3,0,0,0,-2,0,0,1,0,1,2,1,0,1,1,1,0,e,4,India,40,2
3WPCIUYH2TO9QZ7Q8U6GCEOMIHRTDG,3ZDAD0O1TLTQAPA1PWCUV5M5XF0XT2,AZLZA0Q87TJZO,0/84620.jpg,True,"""Media and arts (TV shows, movies, musicals, books, audio books, etc.)"" ",I should get a porsche,I should get some tap shoes.,i should try this product,I should eat kfc,i should want to go here,b,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,,United States,11,1,1,1,3,1,1,1,2,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,3,1,1,1,2,1,0,b,4,United States,50,0
3ODOP6T3BB0264UKW4LR8NLQ5ON42I,3QECW5O0K1HH86QRJQTZ3MVL3UV5TW,A1TTSDPGBHOO9P,0/84620.jpg,True,"""Media and arts (TV shows, movies, musicals, books, audio books, etc.)"" ",I should get a porsche,I should get some tap shoes.,i should try this product,I should eat kfc,i should want to go here,b,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,,USA,12,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,b,4,USA,40,0
3ODOP6T3BB0264UKW4LR8NLQ5ON42I,3FDJT1UU7OOI5N04PHF72V8PKHBK5C,A3NGN0SM7SBYB9,0/84620.jpg,True,"""Media and arts (TV shows, movies, musicals, books, audio books, etc.)"" ",I should get a porsche,I should get some tap shoes.,i should try this product,I should eat kfc,i should want to go here,b,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,,USA,13,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,b,4,USA,40,-2
3ODOP6T3BB0264UKW4LR8NLQ5ON42I,34S9DKFK7N5HFHVRXWCK5KNM9IWYNP,A2Y7FD1D7PUGBL,0/84620.jpg,True,"""Media and arts (TV shows, movies, musicals, books, audio books, etc.)"" ",I should get a porsche,I should get some tap shoes.,i should try this product,I should eat kfc,i should want to go here,b,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,,Venezuela,14,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,0,0,1,1,1,0,1,0,0,0,b,2,Venezuela,40,-1
3IQ9O0AYXPFQYANC087R3B4ZAMZIT7,34YB12FSQI4BB8PRRPBEL5RI2QIGMM,A1DMXEJGJY02E1,0/85300.jpg,False,"""Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)"" ",I should visit this place,I should buy these undergarments.,I should take photos when I travel.,I should buy this product because it provides many toy figures at a low price that is far below the retail price.,I should use Olay soap,c,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,,USA,15,1,0,1,2,1,0,1,1,1,0,1,1,1,3,1,1,1,2,1,0,0,-1,-1,-2,1,1,0,-2,1,0,a,2,USA,40,-1
3IQ9O0AYXPFQYANC087R3B4ZAMZIT7,35LDD5557UKGDULAHGWTJXJB93SMKG,A41APS6V2Z1FJ,0/85300.jpg,False,"""Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)"" ",I should visit this place,I should buy these undergarments.,I should take photos when I travel.,I should buy this product because it provides many toy figures at a low price that is far below the retail price.,I should use Olay soap,c,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,,US,16,0,-1,-1,-2,0,0,0,-1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,-1,-1,1,1,0,0,1,0,a,2,US,50,-1
3IQ9O0AYXPFQYANC087R3B4ZAMZIT7,37TRT2X24A7PJJBV86684284HVHBJ5,A3I9XLIHPPWPN1,0/85300.jpg,False,"""Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)"" ",I should visit this place,I should buy these undergarments.,I should take photos when I travel.,I should buy this product because it provides many toy figures at a low price that is far below the retail price.,I should use Olay soap,c,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,,United States,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,1,1,0,1,0,a,3,United States,60,0
3IQ9O0AYXPFQYANC087R3B4ZAMZIT7,3C2NJ6JBKUXREW2K4B5PWGMHWAI2N9,A2VO8C41JJIQY9,0/85300.jpg,False,"""Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)"" ",I should visit this place,I should buy these undergarments.,I should take photos when I travel.,I should buy this product because it provides many toy figures at a low price that is far below the retail price.,I should use Olay soap,c,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,,India,18,-1,-1,-1,-3,1,1,0,-2,1,0,-1,-1,-1,-3,0,0,0,-2,0,0,-1,1,-1,-1,1,0,1,-1,1,0,c,1,India,40,-2
3IQ9O0AYXPFQYANC087R3B4ZAMZIT7,3EWIJTFFV8NGOGMTWPYSN5ZTM9EE08,AZLZA0Q87TJZO,0/85300.jpg,False,"""Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)"" ",I should visit this place,I should buy these undergarments.,I should take photos when I travel.,I should buy this product because it provides many toy figures at a low price that is far below the retail price.,I should use Olay soap,c,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,,United States,19,1,1,0,2,1,1,1,1,1,0,0,-1,0,-1,1,0,0,0,0,0,1,1,1,3,1,1,1,2,1,0,a,3,United States,50,0
3IQ9O0AYXPFQYANC087R3B4ZAMZIT7,3GLB5JMZFHB87EJEEWCB2F4OSIQGDF,A3RVHUY67SVXQV,0/85300.jpg,False,"""Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)"" ",I should visit this place,I should buy these undergarments.,I should take photos when I travel.,I should buy this product because it provides many toy figures at a low price that is far below the retail price.,I should use Olay soap,c,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,,USA,20,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,0,1,0,1,1,1,1,0,1,0,a,2,USA,40,-1
3IQ9O0AYXPFQYANC087R3B4ZAMZIT7,3LRLIPTPEAPFBTCLKD6OA6OBFU9KAG,A2XZLEY2RCF5VM,0/85300.jpg,False,"""Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)"" ",I should visit this place,I should buy these undergarments.,I should take photos when I travel.,I should buy this product because it provides many toy figures at a low price that is far below the retail price.,I should use Olay soap,c,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,,Canada,21,1,0,0,1,1,0,1,0,1,0,1,1,1,3,1,1,1,2,1,0,1,0,1,2,1,1,1,1,1,0,a,4,Canada,40,0
3IQ9O0AYXPFQYANC087R3B4ZAMZIT7,3NVC2EB65AFABD2HFDS5W6PG6NR3YA,A3W0SCW5UYEB0F,0/85300.jpg,False,"""Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)"" ",I should visit this place,I should buy these undergarments.,I should take photos when I travel.,I should buy this product because it provides many toy figures at a low price that is far below the retail price.,I should use Olay soap,c,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,,United States,22,-1,-1,-1,-3,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,a,3,United States,60,0
3IQ9O0AYXPFQYANC087R3B4ZAMZIT7,3OJSZ2ATDCCUA8TK6NQYYQ33G0Z57N,A2R1GDWV4RLIUY,0/85300.jpg,False,"""Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)"" ",I should visit this place,I should buy these undergarments.,I should take photos when I travel.,I should buy this product because it provides many toy figures at a low price that is far below the retail price.,I should use Olay soap,c,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,,USA,23,-1,0,-1,-2,1,1,0,-1,1,0,-1,-1,-1,-3,0,0,0,-2,0,0,-1,0,0,-1,1,0,0,-1,1,0,c,3,USA,40,0
3IQ9O0AYXPFQYANC087R3B4ZAMZIT7,3R0T90IZ1CSY2MD0E0H0I9M69BCGC1,AAGBW25TZVAX7,0/85300.jpg,False,"""Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)"" ",I should visit this place,I should buy these undergarments.,I should take photos when I travel.,I should buy this product because it provides many toy figures at a low price that is far below the retail price.,I should use Olay soap,c,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,,United States,24,-1,0,0,-1,1,1,0,0,1,0,1,1,1,3,1,1,1,2,1,0,0,0,0,0,1,1,0,0,1,0,a,2,United States,40,0
3IQ9O0AYXPFQYANC087R3B4ZAMZIT7,3U5NZHP4LBIVW7HF3BLON9XEKKFPHB,A34YDGVZKRJ0LZ,0/85300.jpg,False,"""Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)"" ",I should visit this place,I should buy these undergarments.,I should take photos when I travel.,I should buy this product because it provides many toy figures at a low price that is far below the retail price.,I should use Olay soap,c,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,"this was very ambiguous, not sure if it's a photo app ad or a an ad for prague?",usa,25,1,0,1,2,1,1,1,1,1,0,1,1,0,2,1,0,1,1,1,0,1,-1,-1,-1,1,0,1,0,1,0,c,3,usa,60,0
3IQ9O0AYXPFQYANC087R3B4ZAMZIT7,3YT88D1N0SEFR8D0BYRENYA58893K6,A2FP41BSPG0Y4A,0/85300.jpg,False,"""Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)"" ",I should visit this place,I should buy these undergarments.,I should take photos when I travel.,I should buy this product because it provides many toy figures at a low price that is far below the retail price.,I should use Olay soap,c,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,,USA,26,1,0,1,2,1,0,1,1,1,0,1,-1,0,0,0,0,1,0,0,0,1,1,1,3,1,1,1,2,1,0,c,3,USA,40,0
3D4BBDG700CUMQ3ITJ5EAV263F4C3E,3Q5ZZ9ZEV8VYAMY3GSI4CQZYPH1851,A3NGN0SM7SBYB9,0/85300.jpg,False,"""Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)"" ",I should visit this place,I should buy these undergarments.,I should take photos when I travel.,I should buy this product because it provides many toy figures at a low price that is far below the retail price.,I should use Olay soap,c,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,,USA,27,1,0,1,2,1,1,1,0,1,0,1,1,0,2,1,1,1,0,1,0,1,0,0,1,1,1,1,-2,1,0,c,4,USA,40,-2
3D4BBDG700CUMQ3ITJ5EAV263F4C3E,3L6L49WXWKDXRLB14PSRVEJTNVB45W,A1TTSDPGBHOO9P,0/85300.jpg,False,"""Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)"" ",I should visit this place,I should buy these undergarments.,I should take photos when I travel.,I should buy this product because it provides many toy figures at a low price that is far below the retail price.,I should use Olay soap,c,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,NONE,USA,28,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,1,0,0,1,1,1,1,-2,1,0,c,4,USA,40,0
3D4BBDG700CUMQ3ITJ5EAV263F4C3E,39GAF6DQWBGXXGTXNYR21E6POZMV10,A2Y7FD1D7PUGBL,0/85300.jpg,False,"""Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)"" ",I should visit this place,I should buy these undergarments.,I should take photos when I travel.,I should buy this product because it provides many toy figures at a low price that is far below the retail price.,I should use Olay soap,c,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,,Venezuela,29,-1,-1,-1,-3,1,1,0,-2,1,0,-1,-1,-1,-3,1,1,0,-2,1,0,-1,-1,-1,-3,1,0,0,-2,0,0,a,1,Venezuela,40,-2
3QTFNPMJDPYEYN723G91U71XHHFNZ8,30X31N5D6N6DZCPTPMFQ1SFLVSDSA3,A2R1GDWV4RLIUY,0/139270.jpg,True,"""Soda, juice, milk, energy drinks, water"" ",I should buy food.,I should subscribe to Comcast.,I should buy this product.,i should want to drink a coke,I should wear cover girl,d,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,,USA,30,1,1,1,3,1,1,1,2,1,0,0,1,1,2,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,d,2,USA,40,-2
3QTFNPMJDPYEYN723G91U71XHHFNZ8,33C7UALJV5EZM4XKF5GS90MHG0K181,A2XZLEY2RCF5VM,0/139270.jpg,True,"""Soda, juice, milk, energy drinks, water"" ",I should buy food.,I should subscribe to Comcast.,I should buy this product.,i should want to drink a coke,I should wear cover girl,d,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,,Canada,31,1,0,1,2,1,0,1,1,1,0,0,1,1,2,1,1,1,1,1,0,1,1,1,3,1,1,1,2,1,0,d,4,Canada,40,0
3QTFNPMJDPYEYN723G91U71XHHFNZ8,33OOO72IV1127RZ6Y0G7HS1VXCMCTK,A3RVHUY67SVXQV,0/139270.jpg,True,"""Soda, juice, milk, energy drinks, water"" ",I should buy food.,I should subscribe to Comcast.,I should buy this product.,i should want to drink a coke,I should wear cover girl,d,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,,USA,32,1,1,1,3,1,1,1,2,1,0,-1,-1,-1,-3,1,1,0,-2,1,0,0,1,0,1,1,1,1,0,1,0,d,4,USA,40,1
3QTFNPMJDPYEYN723G91U71XHHFNZ8,3AMW0RGHOXIN633Q69G1STUA7J1NP6,A3I9XLIHPPWPN1,0/139270.jpg,True,"""Soda, juice, milk, energy drinks, water"" ",I should buy food.,I should subscribe to Comcast.,I should buy this product.,i should want to drink a coke,I should wear cover girl,d,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,,United States,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,1,2,1,0,d,4,United States,60,2
